Frame,Timestamp_ms,LeftHeel_Y,RightHeel_Y
56,1848,0.48767784237861633,0.49128076434135437
57,1881,0.4828694760799408,0.4759320914745331
58,1914,0.4783419966697693,0.4659477472305298
59,1947,0.4805295169353485,0.45729339122772217
60,1980,0.481494277715683,0.4522623121738434
61,2013,0.4825980067253113,0.44559842348098755
62,2046,0.48291805386543274,0.4408414363861084
63,2079,0.4832102060317993,0.4386971592903137
64,2112,0.4832700192928314,0.4384317994117737
65,2145,0.4825275242328644,0.44109582901000977
66,2178,0.4819507896900177,0.4380744993686676
67,2211,0.48231494426727295,0.43836379051208496
68,2244,0.48247143626213074,0.43243271112442017
69,2277,0.48334670066833496,0.4344581663608551
70,2310,0.48230740427970886,0.4352867603302002
71,2343,0.4811110198497772,0.43569067120552063
72,2376,0.4809686243534088,0.4370805323123932
73,2409,0.4765644371509552,0.44214150309562683
74,2442,0.46786168217658997,0.4393957555294037
75,2475,0.46030929684638977,0.4472742974758148
76,2508,0.45007890462875366,0.45652785897254944
77,2541,0.4442138671875,0.4546789824962616
78,2574,0.433456689119339,0.44673678278923035
79,2607,0.42052343487739563,0.44670647382736206
80,2640,0.4115861654281616,0.44661253690719604
81,2673,0.40755823254585266,0.446529746055603
82,2706,0.4031735360622406,0.44266244769096375
83,2739,0.39904555678367615,0.44005537033081055
84,2772,0.3987085223197937,0.44018667936325073
85,2805,0.39300939440727234,0.4396213889122009
86,2838,0.39865782856941223,0.43981918692588806
87,2871,0.3973546624183655,0.44010263681411743
88,2904,0.40108442306518555,0.4385470151901245
89,2937,0.3974762260913849,0.43801480531692505
90,2970,0.393111914396286,0.4371068775653839
91,3003,0.3962760269641876,0.4356001615524292
92,3036,0.3978623151779175,0.43329837918281555
93,3069,0.40163806080818176,0.4309237003326416
94,3102,0.40468764305114746,0.42442968487739563
95,3135,0.4052921533584595,0.4225945770740509
96,3168,0.4044903516769409,0.4141191244125366
97,3201,0.40492644906044006,0.40311190485954285
98,3234,0.4029911160469055,0.3934093117713928
99,3267,0.4019923806190491,0.38285860419273376
100,3300,0.3985733091831207,0.37678587436676025
101,3333,0.39900627732276917,0.3729468882083893
102,3366,0.39942610263824463,0.36817166209220886
103,3399,0.39967039227485657,0.3661739230155945
104,3432,0.3974684178829193,0.35992708802223206
105,3465,0.39790961146354675,0.36016666889190674
106,3498,0.39868786931037903,0.36065399646759033
107,3531,0.39892563223838806,0.36069467663764954
108,3564,0.39970719814300537,0.36034491658210754
109,3597,0.39921537041664124,0.3582872152328491
110,3630,0.39902064204216003,0.3582374155521393
111,3663,0.39772558212280273,0.35886406898498535
112,3696,0.3977736234664917,0.3602482080459595
113,3729,0.39711862802505493,0.3678255081176758
114,3762,0.39146825671195984,0.36997130513191223
115,3795,0.3814244866371155,0.36778655648231506
116,3828,0.36984187364578247,0.3674503266811371
117,3861,0.3652018904685974,0.36260196566581726
118,3894,0.3661825954914093,0.36557841300964355
119,3927,0.3495647609233856,0.3630070388317108
120,3960,0.3505096435546875,0.3632599413394928
121,3993,0.3398495614528656,0.365329384803772
122,4026,0.3340911269187927,0.3628419041633606
123,4059,0.33420440554618835,0.3645373582839966
124,4092,0.33162540197372437,0.3645787835121155
125,4125,0.33037763833999634,0.36478307843208313
126,4158,0.3293316066265106,0.3647829592227936
127,4191,0.3327423930168152,0.3642873466014862
128,4224,0.3340877294540405,0.3643063008785248
129,4257,0.3356444537639618,0.3636711537837982
130,4290,0.3366667926311493,0.36348631978034973
131,4323,0.33855679631233215,0.36336803436279297
132,4356,0.3409290909767151,0.3628505766391754
133,4389,0.34086140990257263,0.3602714240550995
134,4422,0.34085777401924133,0.35792118310928345
135,4455,0.34091493487358093,0.35235103964805603
136,4488,0.33762863278388977,0.34306618571281433
137,4521,0.33679232001304626,0.33719420433044434
138,4554,0.3338437080383301,0.3266648054122925
139,4587,0.33420106768608093,0.3253362774848938
140,4620,0.33452799916267395,0.3184592127799988
141,4653,0.33893972635269165,0.31212058663368225
142,4686,0.33890944719314575,0.31147468090057373
143,4719,0.3388764262199402,0.30694103240966797
144,4752,0.3363085389137268,0.3051413893699646
145,4785,0.33635464310646057,0.3026709258556366
146,4818,0.3363993763923645,0.3032296895980835
147,4851,0.33641260862350464,0.3030352294445038
148,4884,0.33622637391090393,0.30103734135627747
149,4917,0.33626827597618103,0.3006044924259186
150,4950,0.3362414538860321,0.3001347780227661
151,4983,0.33579692244529724,0.30171018838882446
152,5016,0.33529138565063477,0.3026314079761505
153,5049,0.3321329653263092,0.30300143361091614
154,5082,0.3298434913158417,0.3035101592540741
155,5115,0.32116007804870605,0.31247347593307495
156,5148,0.31523728370666504,0.31288138031959534
157,5181,0.30677756667137146,0.3104923665523529
158,5214,0.3077928125858307,0.31033650040626526
159,5247,0.304350882768631,0.31033915281295776
160,5280,0.2884674668312073,0.31023189425468445
161,5313,0.2842017412185669,0.31002694368362427
162,5346,0.2796810567378998,0.3100052773952484
163,5379,0.27910542488098145,0.3118242621421814
164,5412,0.28118979930877686,0.3106294572353363
165,5445,0.2813074290752411,0.31013306975364685
166,5478,0.282338410615921,0.31008264422416687
167,5511,0.28317883610725403,0.31004735827445984
168,5544,0.2861996591091156,0.3100214898586273
169,5577,0.28920185565948486,0.3099978268146515
170,5610,0.28964316844940186,0.3083357512950897
171,5643,0.2888457179069519,0.3068792223930359
172,5676,0.28896117210388184,0.3059138059616089
173,5709,0.28910449147224426,0.30511701107025146
174,5742,0.28512606024742126,0.30524972081184387
175,5775,0.2891172766685486,0.3011387288570404
176,5808,0.28494003415107727,0.28691190481185913
177,5841,0.28354713320732117,0.2832474112510681
178,5874,0.2796066105365753,0.27679598331451416
179,5907,0.2810315489768982,0.272372841835022
180,5940,0.28135472536087036,0.260617196559906
181,5973,0.2808823883533478,0.25374698638916016
182,6006,0.2809516191482544,0.2502872049808502
183,6039,0.2811763286590576,0.2497466504573822
184,6072,0.28108856081962585,0.24787257611751556
185,6105,0.28123044967651367,0.2501929700374603
186,6138,0.28143519163131714,0.25153759121894836
187,6171,0.2814985513687134,0.2542110085487366
188,6204,0.2825905978679657,0.2546207010746002
189,6237,0.2826444208621979,0.2558256685733795
190,6270,0.28295281529426575,0.2562648355960846
191,6303,0.283174067735672,0.2588685154914856
192,6336,0.2831903100013733,0.2599085867404938
193,6369,0.2827203869819641,0.26130640506744385
194,6402,0.28048229217529297,0.2641056776046753
195,6435,0.27628856897354126,0.26456591486930847
196,6468,0.27107128500938416,0.26817119121551514
197,6501,0.26016148924827576,0.2692834138870239
198,6534,0.25566110014915466,0.26882824301719666
199,6567,0.24831701815128326,0.26864707469940186
200,6600,0.2431940734386444,0.2679818272590637
201,6633,0.23701828718185425,0.26761123538017273
202,6666,0.23753340542316437,0.267264723777771
203,6699,0.23751939833164215,0.2672480642795563
204,6732,0.2373175472021103,0.2670978009700775
205,6765,0.2388290911912918,0.26695990562438965
206,6798,0.23809821903705597,0.2666284739971161
207,6831,0.23990857601165771,0.2652817666530609
208,6864,0.2410108745098114,0.2650163173675537
209,6897,0.24145258963108063,0.26433560252189636
210,6930,0.2418357878923416,0.2642853260040283
211,6963,0.2420000582933426,0.26329880952835083
212,6996,0.24728742241859436,0.26133468747138977
213,7029,0.24716028571128845,0.2604316771030426
214,7062,0.247232586145401,0.2598018944263458
215,7095,0.2461523562669754,0.25527331233024597
216,7128,0.246140256524086,0.25299832224845886
217,7161,0.2446112483739853,0.2471524029970169
218,7194,0.24344736337661743,0.24113886058330536
219,7227,0.24258233606815338,0.23501244187355042
220,7260,0.2429102063179016,0.22715891897678375
221,7293,0.24301233887672424,0.22103647887706757
222,7326,0.24395474791526794,0.21411080658435822
223,7359,0.24601033329963684,0.2142629623413086
224,7392,0.24593377113342285,0.21228519082069397
225,7425,0.24647070467472076,0.21042178571224213
226,7458,0.24635592103004456,0.2112281620502472
227,7491,0.24630288779735565,0.21361146867275238
228,7524,0.2454971969127655,0.21507439017295837
229,7557,0.24472662806510925,0.21890854835510254
230,7590,0.244095578789711,0.22011098265647888
231,7623,0.24238483607769012,0.2264721393585205
232,7656,0.24115394055843353,0.22957707941532135
233,7689,0.2409791648387909,0.2291586995124817
234,7722,0.23577184975147247,0.2318861484527588
235,7755,0.2289765626192093,0.2339528352022171
236,7788,0.22827723622322083,0.22913259267807007
237,7821,0.22116903960704803,0.22965343296527863
238,7854,0.2186947911977768,0.2305215448141098
239,7887,0.21384800970554352,0.22632764279842377
240,7920,0.2031080722808838,0.22523657977581024
241,7953,0.1994914710521698,0.2265142798423767
242,7986,0.19664615392684937,0.2273751050233841
243,8019,0.19744816422462463,0.22787164151668549
244,8052,0.1977488249540329,0.22785665094852448
245,8085,0.200198233127594,0.22758570313453674
246,8118,0.20239418745040894,0.22699101269245148
247,8151,0.20327696204185486,0.22671526670455933
248,8184,0.2044113576412201,0.2266012281179428
249,8217,0.20551028847694397,0.22559663653373718
250,8250,0.20613200962543488,0.22490869462490082
251,8283,0.20914259552955627,0.22499114274978638
252,8316,0.21033956110477448,0.22498208284378052
253,8349,0.2118762731552124,0.22460879385471344
254,8382,0.2121918648481369,0.22290988266468048
255,8415,0.21236489713191986,0.22113357484340668
256,8448,0.21186350286006927,0.2151847779750824
257,8481,0.2116784155368805,0.20639128983020782
258,8514,0.21170487999916077,0.20061294734477997
259,8547,0.21161897480487823,0.19344660639762878
260,8580,0.20930343866348267,0.18900829553604126
261,8613,0.20801487565040588,0.18493898212909698
262,8646,0.20807397365570068,0.18257653713226318
263,8679,0.20891831815242767,0.18356822431087494
264,8712,0.20955514907836914,0.183345228433609
265,8745,0.21091897785663605,0.18351612985134125
266,8778,0.21089138090610504,0.18438726663589478
267,8811,0.2105751633644104,0.18536978960037231
268,8844,0.21061457693576813,0.1859695166349411
269,8877,0.21072369813919067,0.18832924962043762
270,8910,0.21114353835582733,0.18892289698123932
271,8943,0.21097847819328308,0.1908387541770935
272,8976,0.21050098538398743,0.19145679473876953
273,9009,0.2091345191001892,0.194509357213974
274,9042,0.2069520354270935,0.19811759889125824
275,9075,0.20190037786960602,0.20300070941448212
276,9108,0.20135343074798584,0.20159369707107544
277,9141,0.1936623901128769,0.20075711607933044
278,9174,0.1912144124507904,0.1999409943819046
279,9207,0.18907169997692108,0.19849562644958496
280,9240,0.1770981103181839,0.19554057717323303
281,9273,0.16738803684711456,0.19556374847888947
282,9306,0.16567246615886688,0.19744332134723663
283,9339,0.16628114879131317,0.1976192444562912
284,9372,0.16690781712532043,0.1968310922384262
285,9405,0.1685958206653595,0.19645413756370544
286,9438,0.1710944026708603,0.19645364582538605
287,9471,0.17259882390499115,0.19627951085567474
288,9504,0.17337532341480255,0.196121484041214
289,9537,0.17982925474643707,0.19609223306179047
290,9570,0.18410228192806244,0.19606712460517883
291,9603,0.18691366910934448,0.19570684432983398
292,9636,0.18811099231243134,0.19430074095726013
293,9669,0.1869754046201706,0.1939004808664322
294,9702,0.18665780127048492,0.19165420532226562
295,9735,0.18599975109100342,0.18831725418567657
296,9768,0.18581104278564453,0.18716146051883698
297,9801,0.18197306990623474,0.1822177916765213
298,9834,0.17967060208320618,0.17665880918502808
299,9867,0.17990998923778534,0.17162087559700012
300,9900,0.17771480977535248,0.16318488121032715
301,9933,0.17815068364143372,0.15956340730190277
302,9966,0.1784689575433731,0.16030916571617126
303,9999,0.17868171632289886,0.16006144881248474
304,10032,0.17925164103507996,0.15977342426776886
305,10065,0.1792679876089096,0.15983816981315613
306,10098,0.18049997091293335,0.16037119925022125
307,10131,0.18053697049617767,0.16200849413871765
308,10164,0.1811729073524475,0.16290290653705597
309,10197,0.181263729929924,0.1632237583398819
310,10230,0.18124334514141083,0.16350612044334412
311,10263,0.1812378168106079,0.16320016980171204
312,10296,0.1797720342874527,0.16620413959026337
313,10329,0.17982003092765808,0.16509751975536346
314,10362,0.179031103849411,0.16783207654953003
315,10395,0.17657065391540527,0.16895659267902374
316,10428,0.17096492648124695,0.16878041625022888
317,10461,0.17022204399108887,0.16947735846042633
318,10494,0.16589835286140442,0.16921238601207733
319,10527,0.1618882715702057,0.16906611621379852
320,10560,0.15070274472236633,0.16882430016994476
321,10593,0.15222392976284027,0.16966158151626587
322,10626,0.14639323949813843,0.1702018827199936
323,10659,0.14392203092575073,0.1713467538356781
